mono_0000000002.png,None,1424.3965517241381
mono_0000000003.png,None,1605.039660056657
mono_0000000005.png,-57.906172839506176,1690.0925737538148
mono_0000000006.png,None,1604.9608574091333
mono_0000000007.png,-60.51724137931034,1666.158
mono_0000000014.png,5.99774943735934,1774.6947835738072
mono_0000000015.png,-36.97846889952153,1762.572025052192
mono_0000000026.png,66.12813559322034,2205.348623853211
mono_0000000027.png,60.83152173913043,2232.2431192660547
mono_0000000028.png,None,2291.142180094787
mono_0000000038.png,-50.84260731319555,1118.901246882793
mono_0000000039.png,-28.443155452436194,None
mono_0000000040.png,-36.19906323185012,2200.976470588235
mono_0000000041.png,-68.49093904448105,2154.4967532467535
mono_0000000042.png,-35.087774294670844,2125.15569823435
mono_0000000043.png,-45.183673469387756,2106.976525821596
